prerequisite_code,course_code
MGAC01H3,MGAC10H3
MGAB01H3,MGAC50H3
MGAB02H3,MGAC50H3
MGAB03H3,MGAC50H3
MGAB03H3,MGAC70H3
MGHB02H3,MGAC70H3
MGAB02H3,MGAC80H3
MGAB03H3,MGAC80H3
MGAC10H3,MGAD20H3
MGAB03H3,MGAD40H3
MGHB02H3,MGAD40H3
MGAC01H3,MGAD45H3
MGSC30H3,MGAD45H3
MGAC01H3,MGAD50H3
MGAC02H3,MGAD50H3
MGAC01H3,MGAD60H3
MGAC02H3,MGAD60H3
MGAC50H3,MGAD65H3
MGAC02H3,MGAD70H3
MGAC03H3,MGAD70H3
MGAC10H3,MGAD70H3
MGAC50H3,MGAD70H3
MGAB02H3,MGAD80H3
MGAB03H3,MGAD80H3
MGAB02H3,MGAD85H3
MGAB03H3,MGAD85H3
MGEA01H3,MGEB01H3
MGEA02H3,MGEB01H3
MGEA05H3,MGEB01H3
MGEA06H3,MGEB01H3
MGEA02H3,MGEB02H3
MGEA06H3,MGEB02H3
MATA34H3,MGEB02H3
MGEA02H3,MGEB02H3
MGEA06H3,MGEB02H3
MATA29H3,MGEB02H3
MATA30H3,MGEB02H3
MATA31H3,MGEB02H3
MATA32H3,MGEB02H3
MATA33H3,MGEB02H3
MATA35H3,MGEB02H3
MATA36H3,MGEB02H3
MATA37H3,MGEB02H3
MGEA01H3,MGEB05H3
MGEA02H3,MGEB05H3
MGEA05H3,MGEB05H3
MGEA06H3,MGEB05H3
MGEA02H3,MGEB06H3
MGEA06H3,MGEB06H3
MATA34H3,MGEB06H3
MGEA02H3,MGEB06H3
MGEA06H3,MGEB06H3
MATA29H3,MGEB06H3
MATA30H3,MGEB06H3
MATA31H3,MGEB06H3
MATA32H3,MGEB06H3
MATA33H3,MGEB06H3
MATA35H3,MGEB06H3
MATA36H3,MGEB06H3
MATA37H3,MGEB06H3
MGEA02H3,MGEB11H3
MGEA06H3,MGEB11H3
MATA34H3,MGEB11H3
MGEA02H3,MGEB11H3
MGEA06H3,MGEB11H3
MATA29H3,MGEB11H3
MATA30H3,MGEB11H3
MATA31H3,MGEB11H3
MATA32H3,MGEB11H3
MATA33H3,MGEB11H3
MATA35H3,MGEB11H3
MATA36H3,MGEB11H3
MATA37H3,MGEB11H3
MGEB11H3,MGEB12H3
STAB57H3,MGEB12H3
MGEA01H3,MGEB31H3
MGEA02H3,MGEB31H3
MGEA05H3,MGEB31H3
MGEA06H3,MGEB31H3
MGEA01H3,MGEB32H3
MGEA02H3,MGEB32H3
MGEA05H3,MGEB32H3
MGEA06H3,MGEB32H3
MGEB02H3,MGEC02H3
MGEB06H3,MGEC06H3
MGEB02H3,MGEC08H3
MGEB06H3,MGEC08H3
MGEB12H3,MGEC11H3
MGEB01H3,MGEC20H3
MGEB02H3,MGEC20H3
MGEB02H3,MGEC22H3
MGEB02H3,MGEC25H3
MGEB06H3,MGEC25H3
MGEB02H3,MGEC26H3
MGEB06H3,MGEC26H3
MGEB01H3,MGEC31H3
MGEB02H3,MGEC31H3
MGEB01H3,MGEC32H3
MGEB02H3,MGEC32H3
MGEB02H3,MGEC34H3
MGEB01H3,MGEC37H3
MGEB02H3,MGEC37H3
MGEB01H3,MGEC38H3
MGEB02H3,MGEC38H3
MGEB05H3,MGEC38H3
MGEB06H3,MGEC38H3
MGEB01H3,MGEC40H3
MGEB02H3,MGEC40H3
MGEB02H3,MGEC41H3
MGEB12H3,MGEC45H3
MGEB02H3,MGEC51H3
MGEB01H3,MGEC54H3
MGEB02H3,MGEC54H3
MGEB02H3,MGEC58H3
MGEB05H3,MGEC61H3
MGEB06H3,MGEC61H3
MGEB02H3,MGEC62H3
MGEB01H3,MGEC62H3
MATA34H3,MGEC62H3
MGEB01H3,MGEC62H3
MATA29H3,MGEC62H3
MATA30H3,MGEC62H3
MATA31H3,MGEC62H3
MATA32H3,MGEC62H3
MATA33H3,MGEC62H3
MATA35H3,MGEC62H3
MATA36H3,MGEC62H3
MATA37H3,MGEC62H3
MGEB02H3,MGEC65H3
MGEB12H3,MGEC65H3
MGEB05H3,MGEC71H3
MGEB06H3,MGEC71H3
MGEB02H3,MGEC72H3
MGEB06H3,MGEC72H3
MGEB12H3,MGEC72H3
MGEB01H3,MGEC81H3
MGEB02H3,MGEC81H3
MGEB01H3,MGEC82H3
MGEB02H3,MGEC82H3
MGEB01H3,MGEC91H3
MGEB02H3,MGEC91H3
MGEB01H3,MGEC92H3
MGEB02H3,MGEC92H3
MGEB01H3,MGEC93H3
MGEB02H3,MGEC93H3
MGEB05H3,MGEC93H3
MGEB06H3,MGEC93H3
MGEB12H3,MGED02H3
MGEC02H3,MGED02H3
MGEB12H3,MGED06H3
MGEC06H3,MGED06H3
MGEB02H3,MGED11H3
MGEB06H3,MGED11H3
MGEB11H3,MGED11H3
MGEB12H3,MGED11H3
MGEC11H3,MGED11H3
MGEB02H3,MGED43H3
MGEC40H3,MGED43H3
MGEC41H3,MGED43H3
MGEB02H3,MGED50H3
MGEC02H3,MGED50H3
MGEB06H3,MGED50H3
MGEC06H3,MGED50H3
MGEB11H3,MGED50H3
MGEB12H3,MGED50H3
MGEC11H3,MGED50H3
MGEC61H3,MGED63H3
MGEC11H3,MGED70H3
MGEC72H3,MGED70H3
MGFC10H3,MGED70H3
MGEB11H3,MGFB10H3
MGAB01H3,MGFB10H3
MGTA38H3,MGFB10H3
MGTA35H3,MGFB10H3
MGTA36H3,MGFB10H3
MGFB10H3,MGFC10H3
MGFB10H3,MGFC20H3
MGFC10H3,MGFC50H3
MGFC10H3,MGFC60H3
MGFB10H3,MGFC85H3
MGFC10H3,MGFC85H3
MGAB02H3,MGFD15H3
MGFC10H3,MGFD15H3
MGFC10H3,MGFD25H3
MGFC10H3,MGFD30H3
MGFC10H3,MGFD40H3
MGEB12H3,MGFD40H3
MGFC10H3,MGFD50H3
MGFC10H3,MGFD70H3
MGFB10H3,MGFD85H3
MGFC10H3,MGFD85H3
MGTA38H3,MGHB02H3
MGTA35H3,MGHB02H3
MGTA36H3,MGHB02H3
MGHB02H3,MGHC02H3
MGIB02H3,MGHC02H3
MGHA12H3,MGHC02H3
MGHB12H3,MGHC02H3
MGIA12H3,MGHC02H3
MGIB12H3,MGHC02H3
MGHB02H3,MGHC23H3
MGIB02H3,MGHC23H3
MGHB02H3,MGHC50H3
MGHB02H3,MGHC51H3
MGIB02H3,MGHC51H3
MGHB02H3,MGHC52H3
MGIB02H3,MGHC52H3
MGEA01H3,MGHC53H3
MGEA05H3,MGHC53H3
MGEA02H3,MGHC53H3
MGEA06H3,MGHC53H3
MGHB02H3,MGHD14H3
MGIB02H3,MGHD14H3
MGHC02H3,MGHD14H3
MGIC02H3,MGHD14H3
MGHA12H3,MGHD24H3
MGHB12H3,MGHD24H3
MGIA12H3,MGHD24H3
MGIB12H3,MGHD24H3
MGHA12H3,MGHD25H3
MGHB12H3,MGHD25H3
MGIA12H3,MGHD25H3
MGIB12H3,MGHD25H3
MGHA12H3,MGHD26H3
MGHB12H3,MGHD26H3
MGIA12H3,MGHD26H3
MGIB12H3,MGHD26H3
MGHA12H3,MGHD27H3
MGHB12H3,MGHD27H3
MGIA12H3,MGHD27H3
MGIB12H3,MGHD27H3
MGHA12H3,MGHD28H3
MGHB12H3,MGHD28H3
MGIA12H3,MGHD28H3
MGIB12H3,MGHD28H3
MGHA12H3,MGHD60H3
MGIA12H3,MGHD60H3
MGHB02H3,MGHD60H3
MGIB02H3,MGHD60H3
MGMA01H3,MGIB01H3
MGIA01H3,MGIB01H3
MGAB02H3,MGIC01H3
MGIA01H3,MGIC01H3
MGFB10H3,MGIC01H3
MGIB02H3,MGIC01H3
MGIB02H3,MGIC02H3
MGAB03H3,MGID79H3
MGIA01H3,MGID79H3
MGIA12H3,MGID79H3
MGIB12H3,MGID79H3
MGIB02H3,MGID79H3
MGFC10H3,MGID79H3
MGIC01H3,MGID79H3
MGMA01H3,MGMB01H3
MGIA01H3,MGMB01H3
MGTA38H3,MGMB01H3
MGTA35H3,MGMB01H3
MGTA36H3,MGMB01H3
MGMA01H3,MGMC01H3
MGIA01H3,MGMC01H3
MGMA01H3,MGMC02H3
MGTB04H3,MGMC02H3
MGIA01H3,MGMC02H3
MGTB07H3,MGMC02H3
MGMA01H3,MGMC11H3
MGIA01H3,MGMC11H3
MGMA01H3,MGMC12H3
MGIA01H3,MGMC12H3
MGMA01H3,MGMC13H3
MGIA01H3,MGMC13H3
MGEB02H3,MGMC13H3
MGMA01H3,MGMC14H3
MGIA01H3,MGMC14H3
MGMA01H3,MGMC20H3
MGIA01H3,MGMC20H3
MGMA01H3,MGMC40H3
MGIA01H3,MGMC40H3
MGMB01H3,MGMC40H3
MGIB01H3,MGMC40H3
MGMA01H3,MGMD01H3
MGIA01H3,MGMD01H3
MGEB11H3,MGMD01H3
MGEB12H3,MGMD01H3
MGMA01H3,MGMD02H3
MGIA01H3,MGMD02H3
MGMA01H3,MGMD10H3
MGIA01H3,MGMD10H3
MGMB01H3,MGMD10H3
MGMA01H3,MGMD11H3
MGIA01H3,MGMD11H3
MGMB01H3,MGMD11H3
MGMA01H3,MGMD19H3
MGIA01H3,MGMD19H3
MGMB01H3,MGMD19H3
MGIB01H3,MGMD19H3
MGMA01H3,MGMD20H3
MGIA01H3,MGMD20H3
MGMB01H3,MGMD20H3
MGIB01H3,MGMD20H3
MGMA01H3,MGMD21H3
MGIA01H3,MGMD21H3
MGMB01H3,MGMD21H3
MGIB01H3,MGMD21H3
MGEB02H3,MGOC10H3
MGEB12H3,MGOC10H3
MGTA38H3,MGOC10H3
MGTA36H3,MGOC10H3
MGTA35H3,MGOC10H3
MGEB12H3,MGOC15H3
MGOC10H3,MGOC20H3
MGEB02H3,MGOC50H3
MGEB12H3,MGOC50H3
MGOC10H3,MGOD31H3
MGOC15H3,MGOD31H3
MGOC10H3,MGOD40H3
MGOC10H3,MGOD50H3
MGEA02H3,MGSB01H3
MATA34H3,MGSB01H3
MATA29H3,MGSB01H3
MATA30H3,MGSB01H3
MATA31H3,MGSB01H3
MATA32H3,MGSB01H3
MATA33H3,MGSB01H3
MATA35H3,MGSB01H3
MATA36H3,MGSB01H3
MATA37H3,MGSB01H3
MGAB01H3,MGSB22H3
MGHB02H3,MGSB22H3
MGIB02H3,MGSB22H3
MGHB02H3,MGSC01H3
MGEB02H3,MGSC01H3
MGEB06H3,MGSC01H3
MGHB02H3,MGSC03H3
POLB56H3,MGSC03H3
POLB57H3,MGSC03H3
POLB50Y3,MGSC03H3
POLB56H3,MGSC05H3
POLB57H3,MGSC05H3
POLB50Y3,MGSC05H3
MGAB03H3,MGSC07H3
MGFB10H3,MGSC07H3
MGHB02H3,MGSC07H3
MGEB11H3,MGSC10H3
MGEB12H3,MGSC10H3
MGHB02H3,MGSC12H3
ENGD94H3,MGSC12H3
MGTA38H3,MGSC14H3
MGTA35H3,MGSC14H3
MGTA36H3,MGSC14H3
MGAB03H3,MGSC20H3
MGHB02H3,MGSC20H3
MGFB10H3,MGSC26H3
MGEC40H3,MGSC26H3
MGAB01H3,MGSC30H3
MGAB02H3,MGSC30H3
MGTA38H3,MGSC30H3
MGTA35H3,MGSC30H3
MGTA36H3,MGSC30H3
MGSB22H3,MGSC35H3
MGSC01H3,MGSC35H3
MGSC20H3,MGSC35H3
MGHB02H3,MGSC44H3
MGSB01H3,MGSC91H3
MGSC01H3,MGSD01H3
MGSC03H3,MGSD01H3
MGSC05H3,MGSD01H3
MGSC01H3,MGSD05H3
MGIC01H3,MGSD05H3
MGSC01H3,MGSD15H3
MGIC01H3,MGSD15H3
MGMA01H3,MGSD24H3
MGAB01H3,MGSD24H3
MGAB02H3,MGSD24H3
MGSC30H3,MGSD30H3
MGSC30H3,MGSD32H3
MGAB02H3,MGSD55H3
MGEB02H3,MGSD55H3
MGSB01H3,MGSD55H3
MGIC01H3,MGSD55H3
MGSC01H3,MGSD55H3
MGTA01H3,MGTA02H3
MGEB12H3,MGTC28H3
MUZA60H3,MUZA61H3
VPMA73H3,MUZA61H3
MUZA62H3,MUZA63H3
VPMA70H3,MUZA63H3
MUZA64H3,MUZA65H3
VPMA66H3,MUZA65H3
MUZA66H3,MUZA67H3
VPMA68H3,MUZA67H3
MUZA80H3,MUZB01H3
VPMA95H3,MUZB01H3
MUZA80H3,MUZB02H3
VPMA95H3,MUZB02H3
MUZA80H3,MUZB02H3
MUZB20H3,MUZB21H3
VPMB82H3,MUZB21H3
MUZA80H3,MUZB41H3
VPMA95H3,MUZB41H3
MUZA61H3,MUZB60H3
VPMA74H3,MUZB60H3
MUZB60H3,MUZB61H3
VPMB73H3,MUZB61H3
MUZA63H3,MUZB62H3
VPMA71H3,MUZB62H3
MUZB62H3,MUZB63H3
VPMB70H3,MUZB63H3
MUZA65H3,MUZB64H3
VPMA67H3,MUZB64H3
MUZB64H3,MUZB65H3
VPMB66H3,MUZB65H3
MUZA67H3,MUZB66H3
VPMA69H3,MUZB66H3
MUZB66H3,MUZB67H3
VPMB68H3,MUZB67H3
MUZA80H3,MUZB80H3
VPMA95H3,MUZB80H3
MUZA80H3,MUZB80H3
MUZB80H3,MUZB81H3
VPMB88H3,MUZB81H3
MUZB01H3,MUZC01H3
VPMB01H3,MUZC01H3
MUZB80H3,MUZC21H3
VPMB88H3,MUZC21H3
MUZB20H3,MUZC22H3
VPMB82H3,MUZC22H3
MUZB20H3,MUZC23H3
VPMB82H3,MUZC23H3
MUZB81H3,MUZC40H3
VPMB90H3,MUZC40H3
MUZB40H3,MUZC41H3
VPMB91H3,MUZC41H3
MUZB80H3,MUZC41H3
VPMB88H3,MUZC41H3
MUZB40H3,MUZC42H3
VPMB91H3,MUZC42H3
MUZB80H3,MUZC42H3
VPMB88H3,MUZC42H3
MUZB61H3,MUZC60H3
VPMB74H3,MUZC60H3
MUZC60H3,MUZC61H3
VPMC73H3,MUZC61H3
MUZB63H3,MUZC62H3
VPMB71H3,MUZC62H3
MUZC62H3,MUZC63H3
VPMC70H3,MUZC63H3
MUZB65H3,MUZC64H3
VPMB67H3,MUZC64H3
MUZC64H3,MUZC65H3
VPMC66H3,MUZC65H3
MUZB67H3,MUZC66H3
VPMB69H3,MUZC66H3
MUZC66H3,MUZC67H3
VPMC68H3,MUZC67H3
MUZB01H3,MUZC80H3
MUZB20H3,MUZC80H3
MUZB80H3,MUZC80H3
MUZB01H3,MUZC81H3
MUZB20H3,MUZC81H3
MUZB80H3,MUZC81H3
MUZC01H3,MUZD01H3
VPMC01H3,MUZD01H3
MUZC40H3,MUZD81H3
VPMC90H3,MUZD81H3
MDSA01H3,NMEA01H3
MDSA02H3,NMEA01H3
MDSA01H3,NMEA02H3
MDSA02H3,NMEA02H3
MDSA01H3,NMEA04H3
MDSA02H3,NMEA04H3
NMEA01H3,NMEB05H3
NMEA02H3,NMEB05H3
NMEA03H3,NMEB05H3
NMEA04H3,NMEB05H3
NMEA01H3,NMEB06H3
NMEA02H3,NMEB06H3
NMEA03H3,NMEB06H3
NMEA04H3,NMEB06H3
NMEA01H3,NMEB08H3
NMEA02H3,NMEB08H3
NMEA03H3,NMEB08H3
NMEA04H3,NMEB08H3
NMEA01H3,NMEB09H3
NMEA02H3,NMEB09H3
NMEA03H3,NMEB09H3
NMEA04H3,NMEB09H3
NMEA01H3,NMEB10H3
NMEA02H3,NMEB10H3
NMEA03H3,NMEB10H3
NMEA04H3,NMEB10H3
BIOA01H3,NROB60H3
BIOA02H3,NROB60H3
CHMA10H3,NROB60H3
CHMA11H3,NROB60H3
CHMA12H3,NROB60H3
PSYA01H3,NROB60H3
PSYA02H3,NROB60H3
BIOA01H3,NROB61H3
BIOA02H3,NROB61H3
CHMA10H3,NROB61H3
CHMA11H3,NROB61H3
CHMA12H3,NROB61H3
PSYA01H3,NROB61H3
PSYA02H3,NROB61H3
BIOB34H3,NROC34H3
NROB60H3,NROC34H3
NROB61H3,NROC34H3
BIOB11H3,NROC36H3
NROB60H3,NROC36H3
NROB61H3,NROC36H3
PSYB55H3,NROC36H3
PSYB65H3,NROC36H3
PSYB07H3,NROC36H3
STAB22H3,NROC36H3
PSYB01H3,NROC36H3
PSYB04H3,NROC36H3
PSYB70H3,NROC36H3
BIOB10H3,NROC60H3
NROB60H3,NROC60H3
NROB61H3,NROC60H3
PSYB55H3,NROC60H3
PSYB70H3,NROC60H3
PSYB07H3,NROC60H3
STAB22H3,NROC60H3
BIOB10H3,NROC61H3
NROB60H3,NROC61H3
NROB61H3,NROC61H3
PSYB01H3,NROC61H3
PSYB04H3,NROC61H3
PSYB70H3,NROC61H3
PSYB07H3,NROC61H3
STAB22H3,NROC61H3
PSYB55H3,NROC61H3
PSYB65H3,NROC61H3
BIOB10H3,NROC63H3
NROB60H3,NROC63H3
NROB61H3,NROC63H3
PSYB55H3,NROC63H3
PSYB70H3,NROC63H3
PSYB07H3,NROC63H3
STAB22H3,NROC63H3
BIOB10H3,NROC64H3
NROB60H3,NROC64H3
NROB61H3,NROC64H3
PSYB01H3,NROC64H3
PSYB04H3,NROC64H3
PSYB70H3,NROC64H3
PSYB07H3,NROC64H3
STAB22H3,NROC64H3
PSYB55H3,NROC64H3
PSYB65H3,NROC64H3
BIOB10H3,NROC69H3
NROB60H3,NROC69H3
NROB61H3,NROC69H3
PSYB01H3,NROC69H3
PSYB04H3,NROC69H3
PSYB70H3,NROC69H3
PSYB07H3,NROC69H3
STAB22H3,NROC69H3
PSYB55H3,NROC69H3
PSYB65H3,NROC69H3
BIOB10H3,NROC90H3
NROB60H3,NROC90H3
NROB61H3,NROC90H3
PSYB01H3,NROC90H3
PSYB04H3,NROC90H3
PSYB70H3,NROC90H3
PSYB07H3,NROC90H3
STAB22H3,NROC90H3
PSYB55H3,NROC90H3
PSYB65H3,NROC90H3
BIOB10H3,NROC93H3
NROB60H3,NROC93H3
NROB61H3,NROC93H3
PSYB01H3,NROC93H3
PSYB04H3,NROC93H3
PSYB70H3,NROC93H3
PSYB07H3,NROC93H3
STAB22H3,NROC93H3
PSYB55H3,NROC93H3
PSYB65H3,NROC93H3
NROC34H3,NROD08H3
NROC64H3,NROD08H3
NROC69H3,NROD08H3
MATA29H3,NROD08H3
MATA30H3,NROD08H3
MATA31H3,NROD08H3
PSYB07H3,NROD08H3
STAB22H3,NROD08H3
NROC34H3,NROD60H3
NROC36H3,NROD60H3
NROC61H3,NROD60H3
NROC64H3,NROD60H3
NROC69H3,NROD60H3
NROC61H3,NROD61H3
NROC64H3,NROD61H3
NROC69H3,NROD61H3
NROC61H3,NROD66H3
NROC64H3,NROD66H3
PSYC62H3,NROD66H3
NROC61H3,NROD67H3
NROC64H3,NROD67H3
BIOB10H3,NROD98Y3
NROB60H3,NROD98Y3
NROB61H3,NROD98Y3
PSYB07H3,NROD98Y3
STAB22H3,NROD98Y3
PSYB55H3,NROD98Y3
PSYB70H3,NROD98Y3
PHLB50H3,PHLB99H3
PHLB55H3,PHLB99H3
PHLB03H3,PHLC03H3
PHLB33H3,PHLC37H3
PHLB35H3,PHLC37H3
PHLB50H3,PHLC43H3
PHLB50H3,PHLC51H3
CSCB36H3,PHLC51H3
MATB24H3,PHLC51H3
MATB43H3,PHLC51H3
PHLC05H3,PHLD05H3
PHLC06H3,PHLD05H3
PHLC10H3,PHLD09H3
PHLC20H3,PHLD20H3
PHLC22H3,PHLD20H3
PHLC31H3,PHLD31H3
PHLC32H3,PHLD31H3
PHLC35H3,PHLD35H3
PHLC36H3,PHLD36H3
PHLC43H3,PHLD43H3
PHLC51H3,PHLD51H3
PHLD88Y3,PHLD85H3
PHLD88Y3,PHLD86H3
PHLC95H3,PHLD87H3
PHLC86H3,PHLD87H3
PHYA10H3,PHYA21H3
MATA30H3,PHYA21H3
MATA31H3,PHYA21H3
PHYA10H3,PHYA22H3
PHYA11H3,PHYA22H3
PHYA01H3,PHYA22H3
MATA29H3,PHYA22H3
MATA30H3,PHYA22H3
MATA31H3,PHYA22H3
MATA32H3,PHYA22H3
PHYA21H3,PHYB10H3
MATA36H3,PHYB10H3
MATA37H3,PHYB10H3
PHYA21H3,PHYB21H3
MATB41H3,PHYB21H3
PHYA21H3,PHYB52H3
MATB41H3,PHYB52H3
PHYA21H3,PHYB54H3
MATB41H3,PHYB54H3
MATB44H3,PHYB54H3
PHYA21H3,PHYB56H3
MATA36H3,PHYB56H3
MATA37H3,PHYB56H3
MATA36H3,PHYB57H3
MATA37H3,PHYB57H3
MATA22H3,PHYB57H3
MATA23H3,PHYB57H3
PHYA21H3,PHYB57H3
PHYB10H3,PHYC11H3
PHYB21H3,PHYC11H3
PHYB52H3,PHYC11H3
PHYB21H3,PHYC14H3
PHYB52H3,PHYC14H3
MATB42H3,PHYC14H3
MATB44H3,PHYC14H3
PHYB54H3,PHYC50H3
PHYB21H3,PHYC50H3
MATA22H3,PHYC50H3
MATA23H3,PHYC50H3
MATB42H3,PHYC50H3
MATB44H3,PHYC50H3
PHYB54H3,PHYC54H3
MATB44H3,PHYC54H3
PHYB56H3,PHYC56H3
PHYB21H3,PHYC56H3
MATA22H3,PHYC56H3
MATA23H3,PHYC56H3
MATB42H3,PHYC56H3
MATB44H3,PHYC56H3
MATB42H3,PHYC83H3
MATB44H3,PHYC83H3
PHYB54H3,PHYC83H3
PHYB57H3,PHYD27H3
MATC46H3,PHYD27H3
PHYC14H3,PHYD27H3
PHYB57H3,PHYD28H3
PHYC50H3,PHYD28H3
MATC46H3,PHYD28H3
PHYB54H3,PHYD37H3
MATC46H3,PHYD37H3
PHYC54H3,PHYD38H3
PHYB57H3,PHYD57H3
LINB06H3,PLIC24H3
LINB09H3,PLIC24H3
LINB06H3,PLIC25H3
LINB09H3,PLIC25H3
FREB44H3,PLIC25H3
FREB45H3,PLIC25H3
LINB09H3,PLIC54H3
LINB06H3,PLIC55H3
LINB09H3,PLIC55H3
PLIC55H3,PLIC75H3
LINA01H3,PLID34H3
FREB44H3,PLID34H3
FREB45H3,PLID34H3
PLIC24H3,PLID34H3
PLIC25H3,PLID34H3
PLIC55H3,PLID34H3
PLIC24H3,PLID44H3
PLIC55H3,PLID44H3
LINB29H3,PLID50H3
PLIC55H3,PLID50H3
LINB06H3,PLID53H3
PLIC55H3,PLID53H3
PLIC24H3,PLID56H3
PLID55H3,PLID56H3
PLIC24H3,PLID74H3
PLIC55H3,PLID74H3
BIOA01H3,PMDB22H3
BIOA02H3,PMDB22H3
BIOA01H3,PMDB25H3
BIOA02H3,PMDB25H3
PMDB22H3,PMDB30H3
PMDB25H3,PMDB30H3
PMDB41H3,PMDB30H3
PMDB33H3,PMDB30H3
PMDB22H3,PMDB32Y3
PMDB25H3,PMDB32Y3
PMDB41H3,PMDB32Y3
PMDB33H3,PMDB32Y3
BIOA01H3,PMDB33H3
BIOA02H3,PMDB33H3
PMDB22H3,PMDB36H3
PMDB25H3,PMDB36H3
PMDB41H3,PMDB36H3
PMDB33H3,PMDB36H3
BIOA01H3,PMDB41H3
BIOA02H3,PMDB41H3
PMDB30H3,PMDC40H3
PMDB32Y3,PMDC40H3
PMDB36H3,PMDC40H3
BIOB11H3,PMDC40H3
PMDB30H3,PMDC42Y3
PMDB32Y3,PMDC42Y3
PMDB36H3,PMDC42Y3
BIOB11H3,PMDC42Y3
PMDB30H3,PMDC43H3
PMDB32Y3,PMDC43H3
PMDB36H3,PMDC43H3
BIOB11H3,PMDC43H3
PMDC40H3,PMDC54Y3
PMDC42Y3,PMDC54Y3
PMDC43H3,PMDC54Y3
PMDC40H3,PMDC56H3
PMDC42Y3,PMDC56H3
PMDC43H3,PMDC56H3
POLB80H3,POLB81H3
POLB80H3,POLC09H3
POLB81H3,POLC09H3
STAB23H3,POLC11H3
POLB80H3,POLC12H3
POLB81H3,POLC12H3
POLB90H3,POLC12H3
POLB91H3,POLC12H3
PPGB66H3,POLC13H3
POLB80H3,POLC16H3
POLB81H3,POLC16H3
POLB90H3,POLC16H3
POLB91H3,POLC16H3
STAB23H3,POLC21H3
POLB30H3,POLC30H3
POLB56H3,POLC30H3
POLB56H3,POLC32H3
POLB57H3,POLC32H3
POLB50Y3,POLC32H3
POLB30H3,POLC33H3
POLB30H3,POLC34H3
POLB56H3,POLC34H3
POLB57H3,POLC34H3
POLB50Y3,POLC34H3
POLB30H3,POLC35H3
POLB56H3,POLC35H3
POLB57H3,POLC35H3
POLB56H3,POLC36H3
POLB57H3,POLC36H3
POLB50Y3,POLC36H3
POLB70H3,POLC37H3
POLB71H3,POLC37H3
POLB72H3,POLC37H3
POLB30H3,POLC38H3
POLB80H3,POLC38H3
POLB30H3,POLC39H3
POLB56H3,POLC52H3
POLB57H3,POLC52H3
POLB50Y3,POLC52H3
POLB50Y3,POLC53H3
POLB56H3,POLC53H3
POLB57H3,POLC53H3
ESTB01H3,POLC53H3
POLB56H3,POLC54H3
POLB57H3,POLC54H3
POLB50Y3,POLC54H3
POLB56H3,POLC56H3
POLB57H3,POLC56H3
POLB50Y3,POLC56H3
POLB50Y3,POLC57H3
POLB56H3,POLC57H3
POLB57H3,POLC57H3
POLB92H3,POLC58H3
POLB56H3,POLC58H3
POLB57H3,POLC58H3
POLB50Y3,POLC58H3
POLB56H3,POLC59H3
POLB57H3,POLC59H3
POLB50Y3,POLC59H3
POLB80H3,POLC69H3
POLB81H3,POLC69H3
POLB90H3,POLC69H3
POLB91H3,POLC69H3
POLB92H3,POLC69H3
POLB72H3,POLC70H3
PHLB17H3,POLC70H3
POLB72H3,POLC71H3
PHLB17H3,POLC71H3
POLB72H3,POLC72H3
POLB70H3,POLC72H3
POLB71H3,POLC72H3
POLB70H3,POLC73H3
POLB71H3,POLC73H3
POLB72H3,POLC73H3
POLB70H3,POLC74H3
POLB71H3,POLC74H3
POLB72H3,POLC74H3
POLB72H3,POLC79H3
POLB70H3,POLC79H3
POLB71H3,POLC79H3
PHLB13H3,POLC79H3
WSTA03H3,POLC79H3
POLB80H3,POLC80H3
POLB81H3,POLC80H3
POLB90H3,POLC80H3
POLB91H3,POLC80H3
POLB80H3,POLC87H3
POLB81H3,POLC87H3
POLB80H3,POLC88H3
POLB81H3,POLC88H3
POLB90H3,POLC88H3
POLB91H3,POLC88H3
POLB90H3,POLC90H3
POLB91H3,POLC90H3
POLB80H3,POLC91H3
POLB81H3,POLC91H3
POLB90H3,POLC91H3
POLB91H3,POLC91H3
POLB90H3,POLC94H3
POLB80H3,POLC96H3
POLB81H3,POLC96H3
POLB90H3,POLC96H3
POLB91H3,POLC96H3
POLB92H3,POLC96H3
POLB80H3,POLC97H3
POLB81H3,POLC97H3
POLB90H3,POLC97H3
POLB91H3,POLC97H3
POLB92H3,POLC97H3
POLB80H3,POLC98H3
POLB81H3,POLC98H3
MGEA01H3,POLC98H3
MGEA02H3,POLC98H3
MGEA05H3,POLC98H3
MGEA06H3,POLC98H3
POLC09H3,POLD09H3
POLB30H3,POLD30H3
POLB30H3,POLD31H3
POLC32H3,POLD31H3
POLC32H3,POLD38H3
POLC32H3,POLD42H3
POLC36H3,POLD42H3
POLC39H3,POLD42H3
JOUB39H3,POLD43H3
ENGB63H3,POLD43H3
POLB30H3,POLD44H3
POLC33H3,POLD44H3
POLC38H3,POLD44H3
POLC39H3,POLD44H3
POLB70H3,POLD45H3
POLB71H3,POLD45H3
POLB72H3,POLD45H3
POLB30H3,POLD45H3
POLC32H3,POLD46H3
POLC36H3,POLD46H3
POLC39H3,POLD46H3
POLB50Y3,POLD50H3
POLB56H3,POLD50H3
POLB57H3,POLD50H3
POLB50Y3,POLD51H3
POLB56H3,POLD51H3
POLB57H3,POLD51H3
POLB50Y3,POLD52H3
POLB56H3,POLD52H3
POLB57H3,POLD52H3
SOCB60H3,POLD52H3
POLB50Y3,POLD53H3
POLB56H3,POLD53H3
POLB57H3,POLD53H3
